sample,time,wbo2,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,Misfire1,Misfire2,Misfire3,Misfire4
4210,6516.760,12.0228,11.8526,31,0,-3.90625,3177.75,51.5738,13,42.8,118.03,3.32,100,100,350,14.3647,22.475,14.9311,1,8,0,-3.85,30,76.0784,0,10.0781,13.824,0,0,0,0
4211,6516.800,12.0653,11.8154,31,0,-3.90625,3203,51.5738,12.5,42.8,121.61,3.38,100,100,350,14.3647,22.765,15.1368,1,8,0,-3.85,30,76.0784,0,10.0781,14.08,0,0,0,0
4212,6516.840,12.1485,11.7969,31,0,-3.90625,3218.5,51.5738,12.5,42.8,124.25,3.34,100,100,350,14.3647,23.055,15.4337,1,8,0,-3.85,30,75.2941,0,10.0781,14.592,0,0,0,0
4213,6516.880,12.1079,11.7969,31,0,-3.90625,3219.75,51.5738,12.5,42.8,126.56,3.34,100,100,350,14.3647,23.345,15.4337,1,8,0,-3.85,30,75.2941,0,10.0781,15.104,0,0,0,0
4214,6516.920,11.7288,11.7325,31,0,-3.90625,3246.5,52.1952,12.5,42.8,128.3,3.4,100,100,350,14.3647,23.78,15.4796,1,8,0,-3.85,30,75.2941,0,10.0781,15.104,0,0,0,0
4215,6516.960,11.9377,11.5524,31,0,-3.90625,3227.25,52.1952,12.5,42.8,134.07,3.4,100,100,350,14.3647,24.07,15.711,1,8,0,-3.5,30,75.2941,0,10.0781,15.104,0,0,0,0
4216,6517.000,12.1079,11.5524,31,0,-3.90625,3260.75,52.8166,12,42.8,136.24,3.38,100,100,350,14.3647,24.505,15.711,1,8,0,-3.5,30,75.2941,0,10.0781,15.36,0,0,0,0
4217,6517.040,11.5586,11.6824,31,0,-3.90625,3179.75,52.8166,12.5,42.8,135.06,3.4,100,100,350,14.3647,24.65,14.8315,1,8,0,-3.5,30,76.0784,0,10.0781,15.616,0,0,0,1
4218,6517.080,12.0228,11.6824,31,0,-3.90625,3399.25,52.8166,11.5,42.8,139.9,3.46,100,100,350,14.3647,24.795,14.8315,1,10,0,-3.5,29,76.0784,0,10.0781,15.616,0,0,0,2
4219,6517.120,12.2761,11.6103,31,0,-3.90625,3352.5,52.8166,12,42.8,147.03,3.4,100,100,350,14.3647,25.085,17.0675,1,10,0,-3.5,29,73.7255,0,10.0781,16.128,0,0,0,3
4220,6517.160,12.5275,11.6238,31,0,-3.90625,3365.5,53.4379,12,42.8,142.43,3.48,100,100,350,14.3647,25.23,15.6694,1,10,0,-3.5,29,74.902,0,10.0781,16.384,0,0,0,4
4221,6517.200,12.6126,11.6238,32,0,-3.125,3334.5,53.4379,11.5,42.8,156.71,3.52,100,100,350,14.3647,25.81,15.6694,1,10,0,-3.5,30,74.902,0,10.0781,17.152,0,0,0,4
4222,6517.240,12.4869,11.4732,32,0,-3.125,3148.25,53.4379,11.5,42.8,149.78,3.52,100,100,350,14.3647,26.245,16.5125,1,10,0,-3.5,30,74.1176,0,10.0781,17.408,0,0,0,4
4223,6517.280,12.4444,11.5215,32,0,-3.125,3470.25,53.4379,10.5,42.8,151.4,3.56,100,100,350,14.3647,26.245,17.1722,1,10,0,-3.5,30,73.3333,0,10.0781,16.64,0,0,0,5
4224,6517.320,11.812,11.5215,32,0,-3.125,3301.5,54.0593,11,42.8,165.52,3.54,92.1569,100,350,14.3647,26.825,17.1722,1,10,0,-3.5,30,73.3333,0,10.0781,18.176,0,0,0,5
4225,6517.360,11.9377,11.447,32,0,-3.125,3256.75,54.0593,11,42.8,158.74,3.56,81.5686,100,336.314,14.3647,26.825,16.6445,1,10,0,-3.5,30,73.7255,0,10.0781,17.92,0,0,0,6
4226,6517.400,11.6437,11.447,32,0,-3.125,3393,54.0593,10,42.8,161.73,3.52,81.9608,100,337,14.3647,27.115,16.6445,1,10,0,-3.5,29,73.7255,0,10.0781,17.664,0,0,0,7
4227,6517.440,12.1485,11.4688,32,0,-3.125,3493.75,54.0593,9.5,42.8,166.71,3.62,85.8824,100,347.973,14.3647,27.405,15.8488,1,10,0,-3.5,30,74.1176,0,10.0781,17.92,0,0,0,8
4228,6517.480,11.8971,11.4644,32,0,-3.125,3407.5,54.6807,10,42.8,165.55,3.54,84.3137,100,343.858,14.3647,27.695,16.3413,1,10,0,-3.5,30,73.7255,0,10.0781,18.688,0,0,0,9
4229,6517.520,12.191,11.4644,32,0,-3.125,3392.5,54.6807,10,42.8,176.02,3.7,77.6471,100,327.594,14.3647,28.42,16.3413,1,10,0,-3.15,31,73.7255,0,10.0781,19.2,0,0,0,9
4230,6517.560,11.6012,11.4166,32,0,-3.125,3404.75,55.302,10,42.8,170.8,3.66,69.0196,80.7843,323.032,14.3647,28.71,15.0385,1,10,0,-3.15,30,69.8039,0,4.55909,18.944,0,0,0,9
4231,6517.600,11.6437,11.3821,32,0,-3.125,3286.75,55.302,9.5,42.8,173.19,3.64,63.1373,62.3529,318.489,14.3647,28.855,13.0229,1,10,0,-3.15,30,63.9216,-.16895,-2.97191,19.456,0,0,0,9
4232,6517.640,11.3478,11.3821,32,0,-3.125,3389.75,55.302,9.5,42.8,169.19,3.64,59.6078,54.5098,316.333,14.3647,28.275,13.0229,1,10,0,-3.15,29,63.9216,-.16895,-2.97191,18.688,0,0,0,11
4233,6517.680,11.2646,11.4209,32,0,-3.125,3499.25,55.302,10.5,42.8,172.65,3.64,55.2941,52.1569,313.606,14.3647,28.275,15.5065,1,10,0,-3.15,29,68.2353,.0885427,4.20591,18.688,0,0,0,12
4234,6517.720,11.5586,11.4209,32,0,-3.125,3490.75,55.9234,10,42.8,166.26,3.62,43.5294,49.4118,305.83,14.3647,28.13,15.5065,1,10,0,-3.15,30,68.2353,.0885427,4.20591,18.688,0,0,0,13
4235,6517.760,11.5586,11.5127,32,0,-3.125,3510.75,55.9234,10.5,42.8,161.84,3.54,30.1961,42.7451,285.389,14.3647,27.985,13.6289,1,10,0,-3.15,30,65.098,.0570678,-.166394,18.176,0,0,0,0
4236,6517.800,12.191,11.6915,32,0,-2.34375,3480.5,55.9234,10.5,41,150.86,3.52,23.5294,35.2941,248.521,14.3647,26.1,9.95805,1,10,0,-3.15,30,64.3137,0,0,16.896,0,0,0,1
4237,6517.840,12.4018,11.6915,32,0,-2.34375,3582.75,55.9234,12,41,135.27,3.42,16.0784,28.6275,147.24,14.3647,24.36,9.95805,1,10,0,-3.15,30,64.3137,0,0,15.616,0,0,0,2
4238,6517.880,11.4329,13.1179,32,0,-2.34375,3454,56.5448,13,41,109.17,2.94,0,20.7843,60.1183,14.3647,21.895,-4.16931,1,10,0,-3.15,31,61.9608,0,0,13.056,0,0,0,2
4239,6517.920,10.8005,18.1907,32,0,-2.34375,3419.75,56.5448,16,41,78.93,3.3,0,16.8627,55.5544,14.3647,16.675,-6.43316,1,10,0,-2.45,30,0,0,0,7.936,0,0,0,2
4240,6517.960,10.17,18.1907,32,0,-2.34375,3504.75,56.5448,18.5,41,54.04,2.38,0,16.0784,50.7167,14.3647,14.21,-6.43316,1,10,0,-1.05,29,0,0,0,7.424,0,0,0,2
4241,6518.000,10.17,20.7482,33,0,-.78125,3522.75,56.5448,20,41,81.32,2.46,0,15.2941,45.5437,14.3647,11.89,-6.74674,1,10,0,0,24,0,0,0,6.656,0,0,0,2
4242,6518.040,10.17,20.7482,33,0,-.78125,3431.75,56.5448,21.5,41,34.53,2.26,0,14.902,40.7295,14.3647,10.295,-6.74674,1,10,0,0,21,0,0,0,5.888,0,0,0,2
4243,6518.080,10.464,20.0303,33,0,-.78125,3471.75,56.5448,21,41,27.31,2.1,0,14.5098,35.9341,14.3647,9.86,-7.06347,1,10,0,0,18,0,0,0,4.864,0,0,0,2
4244,6518.120,11.2646,19.4858,33,0,-.78125,3544.25,56.5448,21.5,41,21.69,2,0,14.1176,30.8161,14.3647,8.7,-7.37768,1,10,0,0,15,0,0,0,3.84,0,0,0,2
4245,6518.160,10.464,19.4858,33,-.78125,-.78125,3485,56.5448,22.5,41,19.73,1.96,0,13.3333,25.7466,14.3647,7.83,-7.37768,1,10,0,0,13,0,0,0,3.328,0,0,0,2
4246,6518.200,10.17,18.8987,33,-3.90625,-2.34375,3466,56.5448,23.5,41,17.23,1.86,0,12.1569,20.8402,14.3647,7.25,-7.70312,1,10,0,0,10,0,0,0,2.816,0,0,0,2
4247,6518.240,10.17,18.2569,33,-6.25,-2.34375,3527.25,56.5448,24,41,14.75,1.78,0,10.9804,15.8372,14.3647,6.38,-8.01886,1,10,0,0,7,0,0,0,2.304,0,0,0,2
4248,6518.280,10.7579,18.2569,33,-8.59375,-2.34375,3489,56.5448,23,41,11.66,1.68,0,10.1961,10.7794,14.3647,5.8,-8.01886,1,10,0,0,6,0,0,0,0,0,0,0,2
4249,6518.320,11.3072,15.0303,33,-10.1563,-2.34375,3457,56.5448,22,41,9.86,1.62,0,9.80392,5.92606,14.3647,5.365,-8.34146,1,10,0,0,5,0,0,0,0,0,0,0,2
4250,6518.360,12.1485,15.0303,33,-10.9375,-2.34375,3453.25,56.5448,21.5,41,9.25,1.58,0,9.41177,1.16222,14.3647,4.93,-8.34146,1,10,0,0,4,0,0,0,0,0,0,0,2
4251,6518.400,13.2876,14.2748,33,-10.1563,-2.34375,3451,56.5448,20.5,41,8.67,1.56,0,9.01961,0,14.3647,4.64,-8.64747,1,10,0,0,3,0,0,0,0,0,0,0,2
4252,6518.440,14.1714,14.2748,33,-10.1563,-2.34375,3499.25,56.5448,20,41,7.49,1.52,0,9.01961,0,14.3647,4.35,-8.69404,1,10,0,0,2,0,0,0,0,0,0,0,2
4253,6518.480,14.5505,14.2748,33,0,-2.34375,3499,56.5448,20,41,7.84,1.54,0,9.01961,0,14.3647,4.06,-8.69404,1,10,0,0,2,0,0,0,0,0,0,0,2
4254,6518.520,15.3937,14.2748,33,0,-2.34375,3435,56.5448,20,41,7.84,1.54,0,9.01961,0,14.3647,3.915,-8.69409,1,10,0,0,2,0,0,0,0,0,0,0,2
4255,6518.560,15.7728,14.2748,33,0,-2.34375,3470.75,56.5448,20,41,8.02,1.56,0,9.01961,0,14.3647,3.77,-8.69413,1,10,0,0,1,0,0,0,0,0,0,0,2
4256,6518.600,18.0897,14.2748,33,0,-2.34375,3500,56.5448,20,42.8,8.3,1.56,0,9.01961,0,14.3647,3.77,-8.69413,1,10,0,0,1,0,0,0,0,0,0,0,2
4257,6518.640,19.6911,14.2748,33,0,-2.34375,3467.75,56.5448,20,42.8,9.14,1.58,0,9.01961,0,14.3647,3.625,-8.69418,1,10,0,0,1,0,0,0,0,0,0,0,2
4258,6518.680,19.6485,14.2748,33,0,-2.34375,3442,56.5448,20,42.8,8.73,1.58,0,9.01961,0,14.3647,3.625,-8.69418,1,10,0,0,1,0,0,0,0,0,0,0,2
4259,6518.720,19.5228,14.4669,33,0,-2.34375,3485.75,56.5448,20,42.8,8.42,1.56,0,9.01961,0,14.3647,3.48,-8.69422,1,10,0,0,1,0,0,0,0,0,0,0,2
4260,6518.760,19.6485,12.7728,33,0,-2.34375,3472,55.9234,20,42.8,8.36,1.56,0,9.01961,0,14.3647,3.48,-8.69427,1,10,0,0,1,0,0,0,0,0,0,0,2
4261,6518.800,19.7336,12.7728,33,0,-2.34375,3432,55.9234,20,42.8,8.54,1.58,0,9.01961,0,14.3647,3.48,-8.69427,1,10,0,0,1,0,0,0,0,0,0,0,2
4262,6518.840,19.7336,12.7728,33,0,-2.34375,3437,55.9234,20,42.8,8.73,1.58,0,9.01961,0,14.3647,3.48,-8.69431,1,10,0,0,1,0,0,0,0,0,0,0,2
4263,6518.880,19.4377,12.7728,33,0,-2.34375,3460.25,55.9234,20,42.8,9.03,1.58,0,9.01961,0,14.3647,3.335,-8.69436,1,10,0,0,1,0,0,0,0,0,0,0,2
4264,6518.920,19.8168,12.7728,33,0,-2.34375,3423,55.9234,20,42.8,9.2,1.6,0,9.01961,0,14.3647,3.335,-8.69436,1,10,0,0,1,0,0,0,0,0,0,0,2
4265,6518.960,19.312,12.7728,33,0,-2.34375,3415.75,55.9234,20,42.8,9.07,1.6,0,8.62745,0,14.3647,3.335,-8.6944,1,10,0,0,1,0,0,0,0,0,0,0,2
4266,6519.000,19.6485,12.7728,32,0,-2.34375,3440.25,55.9234,20,42.8,9.36,1.6,0,8.62745,0,14.3647,3.335,-8.6944,1,10,0,0,2,0,0,0,0,0,0,0,2
4267,6519.040,19.8168,12.7728,32,0,-2.34375,3437.25,55.9234,20,42.8,9.28,1.6,0,8.62745,0,14.3647,3.335,-8.69445,1,10,0,0,2,0,0,0,0,0,0,0,2
4268,6519.080,19.4803,12.7728,32,0,-2.34375,3407.75,55.302,20,42.8,9.09,1.58,0,8.62745,0,14.3647,3.335,-8.69449,1,10,0,0,2,0,0,0,0,0,0,0,2
4269,6519.120,19.6485,12.7728,32,0,-2.34375,3409.25,55.302,20,42.8,9.28,1.6,0,8.62745,0,14.3647,3.335,-8.69449,1,10,0,0,2,0,0,0,0,0,0,0,2
4270,6519.160,19.606,12.7728,32,0,-2.34375,3428.75,55.302,20,42.8,9.36,1.6,0,8.62745,0,14.3647,3.335,-8.69453,1,10,0,0,1,0,0,0,0,0,0,0,2
4271,6519.200,19.7762,12.7728,32,0,-2.34375,3399.25,55.302,20,42.8,9.28,1.6,0,8.62745,0,14.3647,3.19,-8.69457,1,10,0,0,1,0,0,0,0,0,0,0,2
4272,6519.240,19.3546,12.7728,32,0,-2.34375,3393,55.302,20,42.8,9.28,1.6,0,8.62745,0,14.3647,3.19,-8.69457,1,10,0,0,2,0,0,0,0,0,0,0,2
4273,6519.280,19.6485,12.7728,32,0,-2.34375,3408.75,55.302,20,42.8,9.2,1.6,0,8.62745,0,14.3647,3.19,-8.69462,1,10,0,0,2,0,0,0,0,0,0,0,2
4274,6519.320,19.4377,12.7728,32,0,-2.34375,3403,55.302,20,42.8,9.15,1.6,0,8.62745,0,14.3647,3.19,-8.69462,1,10,0,0,2,0,0,0,0,0,0,0,2
4275,6519.360,19.6485,12.7728,32,0,-2.34375,3378.25,55.302,20,42.8,9.4,1.62,.392157,8.62745,3.24449,14.3647,3.19,-8.69466,1,10,0,0,2,0,0,0,0,0,0,0,2
4276,6519.400,19.2695,12.7728,32,0,-2.34375,3374.5,54.6807,20.5,42.8,9.09,1.6,4.31373,8.62745,19.3605,14.3647,3.19,-8.1762,1,10,0,0,2,66.2745,0,0,1.792,0,0,0,2
4277,6519.440,19.5654,12.7728,32,0,-2.34375,3391.25,54.6807,21.5,42.8,9.93,1.66,7.84314,11.3725,32.0063,14.3647,3.335,-8.1762,1,10,0,0,2,66.2745,0,0,1.792,0,0,0,2
4278,6519.480,19.0587,12.7296,32,0,-2.34375,3395,54.6807,22.5,42.8,12.82,1.8,9.41177,13.3333,38.3206,14.3647,3.625,-7.34088,1,10,0,0,2,66.6667,0,0,1.792,0,0,0,2
4279,6519.520,19.606,12.3942,31,0,-2.34375,3364.25,54.6807,23.5,42.8,17.2,1.9,9.80392,14.1176,39.6115,14.3647,4.06,-7.12265,1,10,0,0,2,66.2745,0,0,2.048,0,0,0,2
4280,6519.560,18.9755,12.3942,31,0,-2.34375,3358.25,54.6807,24,42.8,18.86,1.94,9.80392,14.1176,39.6851,14.3647,4.35,-7.12265,1,10,0,0,2,66.2745,0,0,2.304,0,0,0,2
4281,6519.600,19.4803,12.4506,31,0,-2.34375,3394.5,54.6807,25,42.8,19.24,1.96,10.1961,14.5098,45.3508,14.3647,4.64,-7.05432,1,10,0,0,2,67.0588,0,0,2.56,0,0,0,2
4282,6519.640,19.8168,12.4506,31,0,-2.34375,3400.5,54.6807,26,42.8,20.14,2,10.1961,14.902,45.2685,14.3647,4.785,-7.05432,1,10,0,0,3,67.0588,0,0,2.56,0,0,0,2
4283,6519.680,19.7336,12.4147,31,0,-2.34375,3383.75,54.6807,26.5,42.8,20.99,2.02,10.5882,14.902,50.2,14.3647,4.93,-6.8829,1,10,0,0,5,66.2745,0,0,2.816,0,0,0,2
4284,6519.720,19.5654,12.3891,31,0,-2.34375,3389.25,54.6807,27.5,42.8,22.32,2.06,10.5882,15.6863,50.1176,14.3647,5.075,-6.68805,1,10,0,0,8,65.8824,0,0,2.816,0,0,0,2
4285,6519.760,17.3741,12.3891,31,0,-2.34375,3369,54.6807,28.5,42.8,22.4,2.06,10.5882,15.2941,50.4103,14.3647,5.075,-6.68805,1,10,0,0,11,65.8824,0,0,3.072,0,0,0,2
4286,6519.800,16.237,12.3688,31,0,-2.34375,3346,54.6807,29,42.8,22.32,2.06,10.9804,15.6863,60.2087,14.3647,5.22,-6.66039,1,10,0,0,12,67.8431,0,0,3.072,0,0,0,2
4287,6519.840,15.268,12.3536,31,0,-2.34375,3354.25,54.6807,30.5,42.8,23.49,2.1,12.9412,16.8627,93.159,14.3647,5.365,-5.35511,1,10,0,0,13,67.0588,0,0,3.072,0,0,0,2
4288,6519.880,14.5505,12.3536,31,0,-2.34375,3378,54.6807,31,42.8,28.56,2.24,15.2941,19.6078,139.73,14.3647,5.655,-5.35511,1,10,0,0,14,67.0588,0,0,3.328,0,0,0,2
4289,6519.920,13.8775,11.7325,31,0,-2.34375,3360,54.6807,31,42.8,39.13,2.4,16.8627,22.7451,166.081,14.3647,6.67,.326249,1,10,0,0,15,66.6667,0,0,3.84,0,0,0,2
4290,6519.960,13.8775,11.7325,31,0,-2.34375,3363.5,54.6807,28,42.8,46.47,2.5,17.6471,23.9216,172.729,14.3647,7.685,.326249,1,10,0,0,16,66.6667,0,0,4.608,0,0,0,2
4291,6520.000,14.5505,11.1255,31,0,-3.125,3376,54.6807,25.5,42.8,48.08,2.5,18.0392,24.3137,179.134,14.3647,8.555,1.39881,1,10,0,0,17,67.0588,0,0,5.12,0,0,0,2
4292,6520.040,14.6782,11.5391,31,0,-3.125,3362.75,54.6807,24.5,42.8,48.94,2.54,18.4314,24.7059,182.892,14.3647,8.845,1.74524,1,10,0,0,19,66.6667,0,0,5.376,0,0,0,2
4293,6520.080,14.9721,11.5391,31,0,-3.125,3361.25,54.6807,23.5,42.8,49.68,2.54,18.4314,24.7059,182.928,14.3647,9.28,1.74524,1,10,0,0,20,66.6667,0,0,5.888,0,0,0,2
4294,6520.120,14.0457,11.4995,31,0,-3.125,3378.75,54.6807,23.5,42.8,49.8,2.56,18.4314,24.7059,182.44,14.3647,9.57,1.76028,1,10,0,0,21,67.451,0,0,5.376,0,0,0,2
4295,6520.160,13.9181,13.0837,31,0,-3.125,3375.25,54.6807,23,42.8,49.8,2.54,18.4314,24.7059,185.93,14.3647,9.57,1.84411,1,10,0,0,21,66.2745,0,0,5.376,0,0,0,2
4296,6520.200,13.2876,13.0837,31,0,-2.34375,3351.5,54.6807,22.5,42.8,50.04,2.56,18.0392,24.7059,179.829,14.3647,9.715,1.84411,1,10,0,0,21,66.2745,0,0,5.632,0,0,0,2
4297,6520.240,13.3282,12.9209,31,0,-2.34375,3377.75,54.6807,22.5,42.8,49.8,2.54,17.6471,24.3137,173.019,14.3647,9.715,1.53915,1,10,0,0,21,67.8431,0,0,5.632,0,0,0,2
4298,6520.280,12.8234,12.8,30,0,-2.34375,3392.75,54.6807,22.5,42.8,49.06,2.52,17.2549,23.9216,168.455,14.3647,9.715,1.53915,1,10,0,0,21,67.8431,0,0,5.888,0,0,0,2
4299,6520.320,13.0768,12.8,30,0,-2.34375,3360.75,54.6807,22.5,42.8,48.69,2.52,16.8627,23.9216,166.05,14.3647,9.57,1.16959,1,10,0,0,21,66.6667,0,0,5.888,0,0,0,2
4300,6520.360,12.6552,12.971,30,0,-2.34375,3352.5,54.6807,22.5,42.8,48.57,2.52,16.8627,23.5294,162.941,14.3647,9.57,.696881,1,10,0,0,21,67.451,0,0,5.888,0,0,0,2
4301,6520.400,12.866,12.971,30,0,-.78125,3396.25,54.6807,22.5,42.8,48.82,2.52,16.8627,23.5294,165.706,14.3647,9.425,.696881,1,10,0,0,21,67.451,0,0,5.632,0,0,0,2
4302,6520.440,12.191,13.078,30,0,-.78125,3397.5,54.6807,22.5,42.8,48.2,2.52,16.8627,23.5294,164.903,14.3647,9.425,.868738,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4303,6520.480,12.6126,13.158,30,0,-.78125,3362.5,54.6807,22.5,42.8,48.2,2.52,16.8627,23.5294,162.616,14.3647,9.425,.616301,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4304,6520.520,11.7694,13.158,30,0,-.78125,3372.25,54.6807,22.5,42.8,48.82,2.52,16.4706,23.5294,158.73,14.3647,9.425,.616301,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4305,6520.560,12.3187,13.2216,30,0,-.78125,3402.25,54.6807,23,42.8,48.57,2.52,16.0784,23.1373,153.068,14.3647,9.425,.316853,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4306,6520.600,11.8545,13.3034,30,0,-.78125,3389.25,54.6807,23,42.8,47.58,2.5,15.2941,22.7451,134.683,14.3647,9.425,.316853,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4307,6520.640,12.3593,13.3034,30,0,-.78125,3369.5,54.6807,23,42.8,45.73,2.46,14.5098,21.5686,121.099,14.3647,9.135,-1.72266,1,10,0,0,21,66.6667,0,0,5.632,0,0,0,2
4308,6520.680,12.4018,13.5185,30,0,-.78125,3382,54.6807,23.5,42.8,43.68,2.42,14.1176,20.3922,116.068,14.3647,8.845,-3.30928,1,10,0,0,21,66.2745,0,0,5.376,0,0,0,2
4309,6520.720,12.4018,13.5185,30,-.78125,-.78125,3394.25,54.6807,24,42.8,39.55,2.38,14.5098,20.3922,120.45,14.3647,8.41,-3.30928,1,10,0,0,21,66.2745,0,0,5.12,0,0,0,2
4310,6520.760,11.9377,14.0746,30,-5.46875,-.78125,3396.5,54.6807,24,42.8,40.2,2.42,14.1176,20.7843,115.7,14.3647,8.265,-2.94162,1,10,0,0,21,67.0588,0,0,4.608,0,0,0,2
4311,6520.800,12.0228,14.1076,30,-9.375,-.78125,3390.5,54.6807,24.5,42.8,41.47,2.42,14.5098,20.7843,120.545,14.3647,8.265,-2.97091,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4312,6520.840,12.191,14.1076,30,-10.1563,-.78125,3389.75,55.302,24.5,42.8,42.46,2.42,14.1176,20.7843,115.868,14.3647,8.265,-2.97091,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4313,6520.880,12.5701,14.1407,30,-10.9375,-.78125,3397,55.302,24.5,42.8,42.74,2.42,14.1176,20.7843,115.682,14.3647,8.265,-3.31497,1,10,0,0,21,66.6667,0,0,4.352,0,0,0,2
4314,6520.920,13.4133,14.1474,29,-10.9375,-.78125,3410.75,55.302,24.5,42.8,42.22,2.4,14.1176,20.7843,115.336,14.3647,8.265,-3.31497,1,10,0,0,21,66.6667,0,0,4.352,0,0,0,2
4315,6520.960,13.9181,14.1474,29,-10.9375,-.78125,3384.5,55.302,24.5,42.8,41.63,2.4,14.1176,20.7843,115.996,14.3647,8.265,-3.37961,1,10,0,0,21,66.6667,0,0,4.352,0,0,0,2
4316,6521.000,14.0457,14.1874,29,-9.375,-.78125,3401.25,55.302,24.5,42.8,41.71,2.4,13.7255,20.3922,111.465,14.3647,8.265,-3.72149,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4317,6521.040,13.7498,14.1874,29,-7.8125,-.78125,3411.5,55.302,24.5,42.8,40.06,2.38,13.7255,20.3922,105.947,14.3647,8.12,-3.72149,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4318,6521.080,14.1289,14.2276,29,-6.25,-.78125,3384.25,54.6807,25,42.8,40.05,2.4,13.7255,20,106.077,14.3647,7.975,-4.14264,1,10,0,0,21,66.6667,0,0,4.352,0,0,0,2
4319,6521.120,13.8349,14.2748,29,-6.25,-.78125,3378.25,54.6807,25,42.8,40.13,2.38,13.7255,20.3922,111.446,14.3647,8.12,-3.74922,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4320,6521.160,13.7498,14.2748,29,-6.25,-.78125,3411.5,54.6807,25,42.8,40.13,2.38,13.7255,20.3922,111.164,14.3647,7.975,-3.74922,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4321,6521.200,13.4559,14.2748,29,-6.25,-.78125,3410.25,54.6807,25,42.8,40.64,2.38,13.7255,20.3922,110.654,14.3647,8.12,-3.7403,1,10,0,0,21,65.8824,0,0,4.352,0,0,0,2
4322,6521.240,13.7498,14.2748,29,-6.25,-.78125,3383.25,55.302,25,42.8,40.63,2.4,13.7255,20.3922,106.06,14.3647,8.12,-3.7403,1,10,0,0,21,65.8824,0,0,4.352,0,0,0,2
4323,6521.280,13.3282,14.2748,29,-5.46875,-.78125,3386.75,55.302,25,42.8,41.22,2.38,13.7255,20.3922,106.53,14.3647,8.12,-4.17415,1,10,0,0,21,66.6667,0,0,4.352,0,0,0,2
4324,6521.320,13.9606,14.2748,29,-4.6875,-.78125,3411.75,55.302,25,42.8,40.29,2.38,13.7255,20,106.504,14.3647,8.12,-4.17629,1,10,0,0,20,66.2745,0,0,4.352,0,0,0,2
4325,6521.360,14.1289,14.2748,29,-4.6875,-.78125,3408.75,55.302,25,42.8,39.72,2.36,13.7255,20,106.004,14.3647,8.12,-4.17629,1,10,0,0,20,66.2745,0,0,4.352,0,0,0,2
4326,6521.400,13.8349,14.2748,29,-3.90625,-.78125,3389,55.302,25,42.8,39.49,2.36,13.3333,20,101.775,14.3647,7.975,-4.13647,1,10,0,0,20,66.6667,0,0,4.352,0,0,0,2
4327,6521.440,13.7498,14.2748,29,-3.90625,-.78125,3396.5,55.302,25,42.8,39.73,2.36,13.7255,19.6078,106.293,14.3647,7.975,-4.58984,1,10,0,0,20,66.2745,0,0,4.352,0,0,0,2
4328,6521.480,13.4984,14.2748,29,-4.6875,-.78125,3416,55.302,25,42.8,39.39,2.36,13.3333,19.6078,101.149,14.3647,7.975,-4.58984,1,10,0,0,21,66.2745,0,0,4.352,0,0,0,2
4329,6521.520,13.6241,14.3565,29,-3.90625,-.78125,3402,55.302,25,42.8,39.04,2.34,12.9412,19.2157,96.7822,14.3647,7.83,-4.81298,1,10,0,0,21,65.8824,0,0,4.352,0,0,0,2
4330,6521.560,13.4133,14.4184,29,-3.90625,-.78125,3393.75,55.302,25.5,42.8,37.8,2.32,12.9412,19.2157,96.9673,14.3647,7.685,-4.81298,1,10,0,0,21,65.8824,0,0,4.096,0,0,0,2
4331,6521.600,13.4984,14.4184,29,-4.6875,-1.5625,3419.75,55.302,25.5,42.8,37.11,2.32,12.9412,19.2157,96.8509,14.3647,7.685,-4.81461,1,10,0,0,21,66.2745,0,0,4.096,0,0,0,2
4332,6521.640,13.3708,14.4115,29,-4.6875,-1.5625,3408.75,55.302,25.5,42.8,38.03,2.32,12.549,19.2157,87.263,14.3647,7.685,-5.01649,1,10,0,0,20,66.2745,0,0,4.096,0,0,0,2
4333,6521.680,13.4984,14.4115,29,-4.6875,-1.5625,3391.25,55.302,25.5,42.8,37.81,2.32,12.9412,18.8235,91.9086,14.3647,7.54,-5.01649,1,10,0,0,20,66.2745,0,0,4.096,0,0,0,2
4334,6521.720,13.3282,14.3771,29,-4.6875,-1.5625,3401.75,55.302,25.5,42.8,37.35,2.32,12.9412,18.8235,92.0922,14.3647,7.54,-5.0007,1,10,0,0,20,65.8824,0,0,4.096,0,0,0,2
4335,6521.760,13.6667,14.3839,29,-4.6875,-1.5625,3416,55.302,26,42.8,36.9,2.3,12.9412,18.8235,92.1305,14.3647,7.54,-5.02778,1,10,0,0,21,66.2745,0,0,4.096,0,0,0,2
