sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
12,37842.44,22.1337,14.7,7.9267,255,0,-3.90625,,2146.5,0.306918238993711,0,22.5,77,10.98,1.68,0,10.9804,0,14.5098,7.395,-7.1148,-9.70177,1,7,0,0,0,0,0,0,3.84,6.87,0
13,37842.48,22.2614,14.7,7.93297,255,0,-3.90625,,2223.25,0.306038457213539,0,22,77,11.34,1.7,0,10.9804,0,14.5098,6.67,-7.8398,-9.70177,1,7,0,0,0,0,0,0,3.84,7.11,0
14,37842.52,22.2614,14.7,7.93297,255,0,-3.90625,,2291.5,0.309753436613572,0,21.5,77,11.83,1.72,0,10.9804,0,14.5098,6.235,-8.2748,-9.70177,1,7,0,0,0,0,0,0,3.584,6.84,0
15,37842.56,21.7972,14.7,7.94134,255,0,-3.90625,,2316,0.314766839378238,0,24.5,77,12.15,1.74,0,10.9804,0,14.5098,5.8,-8.7098,-9.70177,1,7,0,0,0,0,0,0,3.584,6.92,0
16,37842.6,22.2188,14.7,7.94763,255,0,-3.90625,,2355.5,0.316365952027171,0,22.5,77,12.42,1.74,0,10.9804,0,14.5098,5.51,-8.9998,-9.70177,1,7,0,0,0,0,0,0,3.584,7.04,0
17,37842.64,22.3445,14.7,7.94763,255,0,-3.90625,,2366.75,0.306749762332312,0,21,77,12.1,1.72,0,11.3725,0,14.5098,5.22,-9.2898,-9.70177,1,7,0,0,0,0,0,0,3.584,7.07,0
18,37842.68,21.9655,14.7,7.95813,255,0,-3.90625,,2346.25,0.305338305807139,0,19.5,77,11.94,1.72,0,11.3725,0,14.5098,5.075,-9.4348,-9.70177,1,7,0,0,0,0,0,0,3.584,7.01,0
19,37842.72,22.008,14.7,7.95813,255,0,-3.90625,,2328.5,0.313077088254241,0,18.5,77,12.15,1.72,0,11.3725,0,14.5098,5.075,-9.4348,-9.70177,1,7,0,0,0,0,0,0,3.584,6.95,0
20,37842.76,22.0931,14.7,8.17865,255,0,-3.90625,,2287.75,0.318653699049284,0,13,77,12.15,1.72,0,11.3725,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.83,0
21,37842.8,22.2614,14.7,8.18977,255,0,-3.90625,,2259.75,0.321274477265184,0,11.5,77,12.1,1.72,0,11.3725,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.75,0
22,37842.84,22.2614,14.7,8.18977,255,0,-3.90625,,2196.75,0.336223967224309,0,11.5,77,12.31,1.74,0,11.3725,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.56,0
23,37842.88,22.1337,14.7,8.19423,255,0,-3.90625,,2153.5,0.340190387740887,0,11.5,77,12.21,1.72,0,10.9804,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.43,0
24,37842.92,21.9655,14.7,8.20093,255,0,-3.90625,,2100.25,0.350244018569218,0,11,77,12.26,1.72,0,10.9804,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.27,0
25,37842.96,22.1337,14.7,8.20093,255,0,-3.90625,,2071,0.35200386286818,0,11,77,12.15,1.72,0,10.9804,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.19,0
26,37843,22.0931,14.7,8.41644,255,0,-3.90625,,2036.25,0.350055248618785,0,11,77,11.88,1.72,0,10.9804,0,14.5098,4.93,-9.5798,-9.70177,1,7,0,0,0,0,0,0,3.584,6.08,0
27,37843.04,22.008,14.7,8.41644,255,0,-3.90625,,1985.75,0.36379201812917,0,11,77,12.04,1.72,0,11.3725,0,14.5098,5.075,-9.4348,-9.70177,1,7,0,0,0,0,0,0,3.584,5.93,0
28,37843.08,22.1337,14.7,8.4235,255,0,-3.90625,,1960,0.365510204081633,0,11,77,11.94,1.72,0,11.3725,0,14.5098,5.075,-9.4348,-9.6666,1,7,0,0,0,0,0,0,3.584,5.85,0
29,37843.12,22.2188,14.7,8.43058,255,0,-3.90625,,1926.25,0.376898118105127,0,10.5,77,12.1,1.72,0,11.3725,0,14.5098,5.22,-9.2898,-9.53257,1,7,0,0,0,0,0,0,3.84,6.16,0
30,37843.16,22.1763,14.7,8.43058,255,0,-3.90625,,1910.25,0.380054966627405,0,10.5,77,12.1,1.74,0,11.3725,0,14.5098,5.22,-9.2898,-9.53257,1,7,0,0,0,0,0,0,3.84,6.11,0
31,37843.2,22.3039,14.7,8.56733,255,0,-3.90625,,1876.5,0.390407673860911,0,10.5,78.8,12.21,1.74,0,11.3725,0,14.3647,5.365,-8.9997,-9.43205,1,7,0,0,0,0,0,0,3.84,6,0
32,37843.24,22.3445,14.7,8.52367,255,0,-3.90625,,1857.25,0.394454166105802,0,10.5,78.8,12.21,1.72,0,11.3725,0,14.3647,5.365,-8.9997,-9.43205,1,7,0,0,0,0,0,0,3.84,5.94,0
33,37843.28,21.8398,14.7,8.52367,255,0,-3.90625,,1833,0.390834697217676,0,10.5,78.8,11.94,1.72,0,11.3725,0,14.3647,5.365,-8.9997,-9.34988,1,7,0,0,0,0,0,0,3.84,5.87,0
34,37843.32,22.2614,14.7,8.49721,255,0,-3.90625,,1808.5,0.401437655515621,0,10,78.8,12.1,1.72,0,10.9804,0,14.3647,5.51,-8.8547,-9.23356,1,7,0,0,0,0,0,0,4.096,6.17,0
35,37843.36,22.2614,14.7,8.49721,255,0,-3.90625,,1780.25,0.40578570425502,0,10,78.8,12.04,1.72,0,10.9804,0,14.3647,5.51,-8.8547,-9.23356,1,7,0,0,0,0,0,0,4.096,6.08,0
36,37843.4,23.4411,14.7,8.45901,255,0,-3.90625,,1771.5,0.406096528365792,0,10,78.8,11.99,1.72,0,10.9804,0,14.3647,5.51,-8.8547,-9.16007,1,7,0,0,0,0,0,0,4.096,6.05,0
37,37843.44,23.6519,14.7,8.61884,255,0,-3.90625,,1756,0.407972665148064,0,10,78.8,11.94,1.72,0,10.9804,0,14.3647,5.51,-8.8547,-9.10028,1,7,0,0,0,0,0,0,4.096,5.99,0
38,37843.48,23.3986,14.7,8.61884,255,0,-3.90625,,1749.75,0.400171453064724,0,10,78.8,11.67,1.7,0,10.9804,0,14.3647,5.655,-8.7097,-9.10028,1,7,0,0,0,0,0,0,4.096,5.97,0
39,37843.52,23.5668,14.7,8.59914,255,0,-3.90625,,1742.75,0.403500215177163,0,9.5,78.8,11.72,1.7,0,10.9804,0,14.3647,5.655,-8.7097,-9.0552,1,7,0,0,0,0,0,0,4.096,5.95,0
40,37843.56,23.5243,14.7,8.58443,255,0,-3.90625,,1730.5,0.41017047096215,0,9.5,78.8,11.83,1.72,0,10.9804,0,14.3647,5.655,-8.7097,-9.0552,1,7,0,0,0,0,0,0,4.096,5.91,0
41,37843.6,23.4837,14.7,8.58443,255,0,-3.90625,,1707.75,0.413526570048309,0,9.5,78.8,11.77,1.7,0,10.9804,0,14.3647,5.655,-8.7097,-9.03747,1,7,0,0,0,0,0,0,4.096,5.83,0
42,37843.64,22.9769,14.7,8.58688,255,0,-3.90625,,1701.75,0.41322168356104,0,9.5,78.8,11.72,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.9944,1,7,0,0,0,0,0,0,4.096,5.81,0
43,37843.68,23.7776,14.7,8.58688,255,0,-3.90625,,1703.75,0.412736610418195,0,9.5,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.9944,1,7,0,0,0,0,0,0,4.096,5.82,0
44,37843.72,24.3675,14.7,8.59423,255,0,-3.90625,,1703.25,0.416732716864817,0,9,78.8,11.83,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.99416,1,7,0,0,0,0,0,0,4.096,5.81,0
45,37843.76,24.41,14.7,8.76947,255,0,-3.90625,,1710,0.420701754385965,0,9,78.8,11.99,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.96584,1,7,0,0,0,0,0,0,4.096,5.84,0
46,37843.8,24.5358,14.7,8.76947,255,0,-3.90625,,1701.75,0.418862935213751,0,9,78.8,11.88,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.96584,1,7,0,0,0,0,0,0,4.096,5.81,0
47,37843.84,24.3675,14.7,8.78996,255,0,-3.90625,,1698,0.419787985865724,0,9,78.8,11.88,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.94442,1,7,0,0,0,0,0,0,4.096,5.8,0
48,37843.88,24.3675,14.7,8.80538,255,0,-3.90625,,1684.25,0.413596556330711,0,9,78.8,11.61,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.94442,1,7,0,0,0,0,0,0,4.096,5.75,0
49,37843.92,24.3675,14.7,8.80538,255,0,-3.90625,,1660.75,0.42920367303929,0,9,78.8,11.88,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.92304,1,7,0,0,0,0,0,0,4.096,5.67,0
50,37843.96,24.1992,14.7,8.82086,255,0,-3.90625,,1651.25,0.425859197577593,0,9.5,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.86812,1,7,0,0,0,0,0,0,4.352,5.99,0
51,37844,24.4526,14.7,8.82086,255,0,-3.90625,,1637.5,0.425404580152672,0,9.5,78.8,11.61,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.86812,1,7,0,0,0,0,0,0,4.096,5.59,0
52,37844.04,24.3675,14.7,8.98407,255,0,-3.90625,,1632.5,0.4347932618683,0,9.5,78.8,11.83,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.81702,1,7,0,0,0,0,0,0,4.096,5.57,0
53,37844.08,24.41,14.7,9.00018,255,0,-3.90625,,1624.5,0.438781163434903,0,9.5,78.8,11.88,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.77616,1,7,0,0,0,0,0,0,4.096,5.54,0
54,37844.12,24.1992,14.7,9.00018,255,0,-3.90625,,1624.5,0.426962142197599,0,9.5,78.8,11.56,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.77616,1,7,0,0,0,0,0,0,4.352,5.89,0
55,37844.16,24.41,14.7,8.99749,255,0,-3.90625,,1620,0.43,0,9.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.77605,1,7,0,0,0,0,0,0,4.096,5.53,0
56,37844.2,24.1567,14.7,9.02176,255,0,-3.90625,,1613,0.423682579045257,0,9.5,78.8,11.39,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.77605,1,7,0,0,0,0,0,0,4.096,5.51,0
57,37844.24,24.031,14.7,9.02176,255,0,-3.90625,,1605.5,0.437994394269698,0,9.5,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.74784,1,7,0,0,0,0,0,0,4.096,5.48,0
58,37844.28,24.41,14.7,9.03801,255,0,-3.90625,,1608,0.439179104477612,0,9,78.8,11.77,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.352,5.83,0
59,37844.32,24.3249,14.7,9.03801,255,0,-3.90625,,1611.75,0.438157282456957,0,9,78.8,11.77,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.096,5.5,0
60,37844.36,23.5243,14.7,9.20379,255,0,-3.90625,,1598.75,0.437967161845192,0,9,78.8,11.67,1.72,0,10.9804,0,14.3647,5.8,-8.5647,-8.71596,1,7,0,0,0,0,0,0,4.096,5.46,0
61,37844.4,23.356,14.7,9.21788,255,0,-3.90625,,1595.5,0.440739580068944,0,9,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.72334,1,7,0,0,0,0,0,0,4.096,5.45,0
62,37844.44,23.5243,14.7,9.21788,255,0,-3.90625,,1591.5,0.441847313854854,0,9,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.72334,1,7,0,0,0,0,0,0,4.352,5.77,0
63,37844.48,23.4837,14.7,9.23768,255,0,-3.90625,,1581.75,0.446467520151731,0,9,78.8,11.77,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.096,5.4,0
64,37844.52,23.2729,14.7,9.25472,255,0,-3.90625,,1571.5,0.449379573655743,0,9,78.8,11.77,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.352,5.7,0
65,37844.56,23.3135,14.7,9.25472,255,0,-3.90625,,1560.5,0.448702338993912,0,9.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.352,5.66,0
66,37844.6,23.062,14.7,9.26611,255,0,-3.90625,,1538,0.457217165149545,0,10,78.8,11.72,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.096,5.25,0
67,37844.64,23.6519,14.7,9.26611,255,0,-3.90625,,1526.75,0.456263304404781,0,10.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.096,5.21,0
68,37844.68,23.5668,14.7,9.39332,255,0,-3.90625,,1532.5,0.456900489396411,0,10,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.23,0
69,37844.72,23.5243,14.7,9.41389,255,0,-3.90625,,1524,0.459448818897638,0,10.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.8,-8.5647,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
70,37844.76,23.5668,14.7,9.41389,255,0,-3.90625,,1523.75,0.455192780968007,0,10,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
71,37844.8,23.5243,14.7,9.41978,255,0,-3.90625,,1530,0.457647058823529,0,10,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.352,5.55,0
72,37844.84,23.5243,14.7,9.43454,255,0,-3.90625,,1522.5,0.461871921182266,0,10,78.8,11.72,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.352,5.52,0
73,37844.88,23.5243,14.7,9.43454,255,0,-3.90625,,1527.5,0.449754500818331,0,10,78.8,11.45,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.352,5.54,0
74,37844.92,23.5668,14.7,9.58167,255,0,-3.90625,,1523.25,0.452978828163466,0,10,78.8,11.5,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
75,37844.96,23.4837,14.7,9.58167,255,0,-3.90625,,1523.75,0.457161607875308,0,10,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
76,37845,23.5668,14.7,9.59388,255,0,-3.90625,,1530.5,0.45749754982032,0,9.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.22,0
77,37845.04,23.5668,14.7,9.6,255,0,-3.90625,,1537,0.451268705270007,0,9,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.25,0
78,37845.08,23.5243,14.7,9.6,255,0,-3.90625,,1533.75,0.44361858190709,0,9,78.8,11.34,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.24,0
79,37845.12,23.4837,14.7,9.62148,255,0,-3.90625,,1538.25,0.455192588980985,0,9,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.25,0
80,37845.16,23.4837,14.7,9.63996,255,0,-3.90625,,1538.5,0.452778680532987,0,8.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.25,0
81,37845.2,23.4837,14.7,9.63996,255,0,-3.90625,,1542.25,0.454011995461177,0,8.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.26,0
82,37845.24,23.5243,14.7,9.77455,255,0,-3.90625,,1534.25,0.456379338438977,0,8.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.24,0
83,37845.28,23.5243,14.7,9.77455,255,0,-3.90625,,1536.25,0.447192839707079,0,8.5,78.8,11.45,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.24,0
84,37845.32,23.5243,14.7,9.78408,255,0,-3.90625,,1534.5,0.452003910068426,0,8.5,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.24,0
85,37845.36,23.4837,14.7,9.8,255,0,-3.90625,,1540.5,0.450243427458617,0,8,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.26,0
86,37845.4,23.3986,14.7,9.8,255,0,-3.90625,,1528,0.453926701570681,0,8.5,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.22,0
87,37845.44,23.356,14.7,9.81598,255,0,-3.90625,,1529.5,0.457796665576986,0,8.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.22,0
88,37845.48,23.356,14.7,9.82559,255,0,-3.90625,,1510.25,0.463631849031617,0,9,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.15,0
89,37845.52,23.3135,14.7,9.82559,255,0,-3.90625,,1515.75,0.459574468085106,0,9,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.17,0
90,37845.56,23.356,14.7,9.95226,255,0,-3.90625,,1507.5,0.460099502487562,0,9,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.15,0
91,37845.6,23.2303,14.7,9.95226,255,0,-3.90625,,1514.5,0.453615054473424,0,9,78.8,11.45,1.68,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.17,0
92,37845.64,23.2729,14.7,9.92601,255,0,-3.90625,,1520.75,0.453723491698175,0,8.5,78.8,11.5,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
93,37845.68,23.1046,14.7,9.94569,255,0,-3.90625,,1527,0.4475442043222,0,8,78.8,11.39,1.68,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.21,0
94,37845.72,23.1878,14.7,9.94569,255,0,-3.90625,,1526,0.4478374836173,0,8,78.8,11.39,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.21,0
95,37845.76,23.7351,14.7,9.96214,255,0,-3.90625,,1528.5,0.447105004906771,0,8,78.8,11.39,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.22,0
96,37845.8,23.5668,14.7,9.97204,255,0,-3.90625,,1522.75,0.455491709078969,0,8,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
97,37845.84,23.4837,14.7,9.97204,255,0,-3.90625,,1517,0.45721819380356,0,8,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.18,0
98,37845.88,23.5668,14.7,10.089,255,0,-3.90625,,1519.25,0.458515714990949,0,8,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
99,37845.92,23.5668,14.7,10.089,255,0,-3.90625,,1520,0.460657894736842,0,8,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
100,37845.96,23.5668,14.7,10.1059,255,0,-3.90625,,1524.5,0.459298130534602,0,7.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.2,0
101,37846,23.5243,14.7,10.1161,255,0,-3.90625,,1525.75,0.456562346387023,0,7.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.21,0
102,37846.04,23.4411,14.7,10.1161,255,0,-3.90625,,1521.5,0.453499835688465,0,7.5,78.8,11.5,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
103,37846.08,23.4837,14.7,10.1297,255,0,-3.90625,,1518.75,0.458666666666667,0,7.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.18,0
104,37846.12,23.5243,14.7,10.14,255,0,-3.90625,,1517.25,0.450420168067227,0,7.5,78.8,11.39,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.18,0
105,37846.16,23.4837,14.7,10.14,255,0,-3.90625,,1514.25,0.453689945517583,0,7.5,78.8,11.45,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.17,0
106,37846.2,23.4837,14.7,10.2505,255,0,-3.90625,,1516,0.457519788918206,0,7.5,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.17,0
107,37846.24,23.5243,14.7,10.2505,255,0,-3.90625,,1520.5,0.458138770141401,0,7.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
108,37846.28,23.5243,14.7,10.2679,255,0,-3.90625,,1525.75,0.450270358839915,0,7,78.8,11.45,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.88,0
109,37846.32,23.5243,14.7,10.2749,255,0,-3.90625,,1534.75,0.456230656458707,0,6.5,78.8,11.67,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.91,0
110,37846.36,23.6094,14.7,10.2749,255,0,-3.90625,,1526.5,0.456338028169014,0,7,78.8,11.61,1.72,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.88,0
111,37846.4,23.6519,14.7,10.289,255,0,-3.90625,,1513.5,0.468979187314172,0,7,78.8,11.83,1.72,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.84,0
112,37846.44,23.6094,14.7,10.2785,255,0,-3.90625,,1521.5,0.466513309234308,0,7,78.8,11.83,1.72,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.19,0
113,37846.48,23.5668,14.7,10.2785,255,0,-3.90625,,1515.75,0.463928748144483,0,7,78.8,11.72,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,4.096,5.17,0
114,37846.52,23.6094,14.7,10.392,255,0,-3.90625,,1514.25,0.458048538880634,0,7,78.8,11.56,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.85,0
115,37846.56,23.6519,14.7,10.392,255,0,-3.90625,,1521,0.457988165680473,0,6.5,78.8,11.61,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.87,0
116,37846.6,23.5668,14.7,10.3812,255,0,-3.90625,,1523.5,0.452904496225796,0,6.5,78.8,11.5,1.7,0,10.9804,0,14.3647,5.945,-8.4197,-8.7156,1,7,0,0,0,0,0,0,3.84,4.88,0
